"","tipo","classe","nproc","data","orgjulg","relator","ementa","decisao"
"127","Acórdão","AG - AGRAVO DE INSTRUMENTO","5050771-10.2021.4.04.0000","09/03/2022","SEXTA TURMA","JOÃO BATISTA PINTO SILVEIRA","PREVIDENCIÁRIO E PROCESSUAL CIVIL. AGRAVO DE INSTRUMENTO. CUMULAÇÃO DE PEDIDOS. COMPETÊNCIA. PEDIDO DE REVISÃO/CONCESSÃO DE BENEFÍCIO CUMULADO COM DANOS MORAIS. RETIFICAÇÃO DE OFÍCIO. INCIDENTE DE ASSUNÇÃO DE COMPETÊNCIA.
1. Nos pedidos de benefício cumulados com dano moral é cabível ao juízo exercer o controle do valor da causa, de forma a evitar eventual abuso de direito na sua definição, a partir de critério arbitrário e em dissonância com a jurisprudência da 3ª Seção desta Corte.
2. Quando o juiz não extingue o processo, sequer parcialmente, para afastar o pedido formulado e a medida se resume a identificar e afastar o excesso no valor da causa, para fins de competência, a hipótese é de mero controle desse requisito da petição inicial. 
3. Havendo a devida adequação deve ser observada, no tocante ao valor da causa, a  competência absoluta dos Juizados Especiais Federais.
4. Tratando-se de questão que versa sobre competência, e considerando o interesse manifestado a priori pela parte autora, mostra-se viável a suspensão do processo durante a pendência de julgamento do Incidente de Assunção de Competência n.º 5050013-65.2020.4.04.0000, o que deve ser observado pelo Juízo de origem.","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar parcial provimento ao agravo de instrumento, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"128","Acórdão","AG - AGRAVO DE INSTRUMENTO","5050703-60.2021.4.04.0000","09/03/2022","SEXTA TURMA","JOÃO BATISTA PINTO SILVEIRA","PREVIDENCIÁRIO E PROCESSUAL CIVIL. AGRAVO DE INSTRUMENTO. CUMULAÇÃO DE PEDIDOS. COMPETÊNCIA. PEDIDO DE REVISÃO/CONCESSÃO DE BENEFÍCIO CUMULADO COM DANOS MORAIS. RETIFICAÇÃO DE OFÍCIO. INCIDENTE DE ASSUNÇÃO DE COMPETÊNCIA.
1. Nos pedidos de benefício cumulados com dano moral é cabível ao juízo exercer o controle do valor da causa, de forma a evitar eventual abuso de direito na sua definição, a partir de critério arbitrário e em dissonância com a jurisprudência da 3ª Seção desta Corte.
2. Quando o juiz não extingue o processo, sequer parcialmente, para afastar o pedido formulado e a medida se resume a identificar e afastar o excesso no valor da causa, para fins de competência, a hipótese é de mero controle desse requisito da petição inicial. 
3. Havendo a devida adequação deve ser observada, no tocante ao valor da causa, a  competência absoluta dos Juizados Especiais Federais.
4. Tratando-se de questão que versa sobre competência, e considerando o interesse manifestado a priori pela parte autora, mostra-se viável a suspensão do processo durante a pendência de julgamento do Incidente de Assunção de Competência n.º 5050013-65.2020.4.04.0000, o que deve ser observado pelo Juízo de origem.","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, negar provimento ao agravo de instrumento, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"129","Acórdão","AG - AGRAVO DE INSTRUMENTO","5050652-49.2021.4.04.0000","09/03/2022","SEXTA TURMA","JOÃO BATISTA PINTO SILVEIRA","PREVIDENCIÁRIO E PROCESSUAL CIVIL. AGRAVO DE INSTRUMENTO. CUMULAÇÃO DE PEDIDOS. COMPETÊNCIA. PEDIDO DE REVISÃO/CONCESSÃO DE BENEFÍCIO CUMULADO COM DANOS MORAIS. RETIFICAÇÃO DE OFÍCIO. INCIDENTE DE ASSUNÇÃO DE COMPETÊNCIA.
1. Nos pedidos de benefício cumulados com dano moral é cabível ao juízo exercer o controle do valor da causa, de forma a evitar eventual abuso de direito na sua definição, a partir de critério arbitrário e em dissonância com a jurisprudência da 3ª Seção desta Corte.
2. Quando o juiz não extingue o processo, sequer parcialmente, para afastar o pedido formulado e a medida se resume a identificar e afastar o excesso no valor da causa, para fins de competência, a hipótese é de mero controle desse requisito da petição inicial. 
3. Havendo a devida adequação deve ser observada, no tocante ao valor da causa, a  competência absoluta dos Juizados Especiais Federais.
4. Tratando-se de questão que versa sobre competência, e considerando o interesse manifestado a priori pela parte autora, mostra-se viável a suspensão do processo durante a pendência de julgamento do Incidente de Assunção de Competência n.º 5050013-65.2020.4.04.0000, o que deve ser observado pelo Juízo de origem.","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar parcial provimento ao agravo de instrumento, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"130","Acórdão","AG - AGRAVO DE INSTRUMENTO","5050391-84.2021.4.04.0000","09/03/2022","SEXTA TURMA","JOÃO BATISTA PINTO SILVEIRA","PREVIDENCIÁRIO E PROCESSUAL CIVIL. AGRAVO DE INSTRUMENTO. CUMULAÇÃO DE PEDIDOS. COMPETÊNCIA. PEDIDO DE REVISÃO/CONCESSÃO DE BENEFÍCIO CUMULADO COM DANOS MORAIS. RETIFICAÇÃO DE OFÍCIO. INCIDENTE DE ASSUNÇÃO DE COMPETÊNCIA.
1. Nos pedidos de benefício cumulados com dano moral é cabível ao juízo exercer o controle do valor da causa, de forma a evitar eventual abuso de direito na sua definição, a partir de critério arbitrário e em dissonância com a jurisprudência da 3ª Seção desta Corte.
2. Quando o juiz não extingue o processo, sequer parcialmente, para afastar o pedido formulado e a medida se resume a identificar e afastar o excesso no valor da causa, para fins de competência, a hipótese é de mero controle desse requisito da petição inicial. 
3. Havendo a devida adequação deve ser observada, no tocante ao valor da causa, a  competência absoluta dos Juizados Especiais Federais.
4. Tratando-se de questão que versa sobre competência, e considerando o interesse manifestado a priori pela parte autora, mostra-se viável a suspensão do processo durante a pendência de julgamento do Incidente de Assunção de Competência n.º 5050013-65.2020.4.04.0000, o que deve ser observado pelo Juízo de origem.","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar parcial provimento ao agravo de instrumento, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"131","Acórdão","AG - AGRAVO DE INSTRUMENTO","5048861-45.2021.4.04.0000","09/03/2022","SEXTA TURMA","JOÃO BATISTA PINTO SILVEIRA","PREVIDENCIÁRIO E PROCESSUAL CIVIL. AGRAVO DE INSTRUMENTO. CUMULAÇÃO DE PEDIDOS. COMPETÊNCIA. PEDIDO DE REVISÃO/CONCESSÃO DE BENEFÍCIO CUMULADO COM DANOS MORAIS. RETIFICAÇÃO DE OFÍCIO. INCIDENTE DE ASSUNÇÃO DE COMPETÊNCIA.
1. Nos pedidos de benefício cumulados com dano moral é cabível ao juízo exercer o controle do valor da causa, de forma a evitar eventual abuso de direito na sua definição, a partir de critério arbitrário e em dissonância com a jurisprudência da 3ª Seção desta Corte.
2. Quando o juiz não extingue o processo, sequer parcialmente, para afastar o pedido formulado e a medida se resume a identificar e afastar o excesso no valor da causa, para fins de competência, a hipótese é de mero controle desse requisito da petição inicial. 
3. Havendo a devida adequação deve ser observada, no tocante ao valor da causa, a  competência absoluta dos Juizados Especiais Federais.
4. Tratando-se de questão que versa sobre competência, e considerando o interesse manifestado a priori pela parte autora, mostra-se viável a suspensão do processo durante a pendência de julgamento do Incidente de Assunção de Competência n.º 5050013-65.2020.4.04.0000, o que deve ser observado pelo Juízo de origem.","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar parcial provimento ao agravo de instrumento, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"132","Acórdão","AC - APELAÇÃO CIVEL","5013272-16.2018.4.04.7107","09/03/2022","SEXTA TURMA","JOÃO BATISTA PINTO SILVEIRA","PREVIDENCIÁRIO. INDENIZAÇÃO POR DANO MORAL. DESCABIMENTO. ATIVIDADE ESPECIAL. CONCESSÃO DE APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO. TUTELA ESPECÍFICA.
1. Incabível indenização por dano moral em razão do indevido indeferimento/cancelamento de benefício previdenciário, pois não possui o ato administrativo o condão de provar danos morais experimentados pelo segurado.
2. Apresentada a prova necessária a demonstrar o exercício de atividade sujeita a condições especiais, conforme a legislação vigente na data da prestação do trabalho, o respectivo tempo de serviço especial deve ser reconhecido.
3. Preenchidos os requisitos de tempo de contribuição e carência até a promulgação da Emenda Constitucional 103/2019, é devida à parte autora a concessão de aposentadoria por tempo de contribuição.
4. Determina-se o cumprimento imediato do acórdão,  por se tratar de decisão de eficácia mandamental que deverá ser efetivada mediante as atividades de cumprimento da sentença stricto sensu previstas no art. 497 do CPC/15, sem a necessidade de um processo executivo autônomo (sine intervallo).","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar parcial provimento ao recurso e determinar o cumprimento imediato do acórdão com relação à implantação do benefício, via CEAB. / revisão do benefício, via CEAB, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"133","Acórdão","AG - AGRAVO DE INSTRUMENTO","5047510-37.2021.4.04.0000","09/03/2022","SEXTA TURMA","TAÍS SCHILLING FERRAZ","AGRAVO DE INSTRUMENTO. DANOS MORAIS.  CUMULAÇÃO. POSSIBILIDADE. VALOR DA CAUSA. CONTROLE. ABUSO DE DIREITO. JUIZADO ESPECIAL FEDERAL. COMPETÊNCIA ABSOLUTA. 
1.  Quando há pedidos sucessivos, que surgem como decorrência da relação jurídico-previdenciária, como no presente caso (pedido de indenização por dano moral e de exclusão de juros e multa da indenização de período rural), tais pedidos serão,  também, de competência do juízo previdenciário.
2. Nos pedidos de benefício cumulados com dano moral é cabível ao juízo exercer o controle do valor da causa, de forma a evitar eventual abuso de direito na sua definição, a partir de critério arbitrário e em dissonância com a jurisprudência da 3ª Seção desta Corte.
2. Quando o juiz não extingue o processo, sequer parcialmente, para afastar o pedido formulado e a medida se resume a identificar e afastar o excesso no valor da causa, para fins de competência, a hipótese é de mero controle desse requisito da petição inicial. 
3. Havendo a devida adequação deve ser observada, no tocante ao valor da causa, a  competência absoluta dos Juizados Especiais Federais.","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar parcial provimento ao agravo de instrumento, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"134","Acórdão","AC - APELAÇÃO CIVEL","5005530-90.2016.4.04.7112","09/03/2022","SEXTA TURMA","TAÍS SCHILLING FERRAZ","PREVIDENCIÁRIO. ATIVIDADE ESPECIAL. AGENTES NOCIVOS. APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO. REVISÃO. TERMO INICIAL DOS EFEITOS FINANCEIROS. TEMA STJ 1124. DIFERIMENTO. HONORÁRIOS ADVOCATÍCIOS.
1. O reconhecimento da especialidade e o enquadramento da atividade exercida sob condições nocivas são disciplinados pela lei em vigor à época em que efetivamente exercidos, passando a integrar, como direito adquirido, o patrimônio jurídico do trabalhador.
2. Até 28-04-1995 é admissível o reconhecimento da especialidade por categoria profissional ou por sujeição a agentes nocivos, admitindo-se qualquer meio de prova (exceto para ruído e calor); a partir de 29-04-1995 não mais é possível o enquadramento por categoria profissional, sendo necessária a comprovação da exposição do segurado a agentes nocivos por qualquer meio de prova até 05-03-1997 e, a partir de então, através de formulário embasado em laudo técnico, ou por meio de perícia técnica.
3. A exposição a poeiras minerais nocivas enseja o reconhecimento do tempo de serviço como especial.
4. Comprovada a exposição do segurado a agente nocivo, na forma exigida pela legislação previdenciária aplicável à espécie, possível reconhecer-se a especialidade do tempo de labor correspondente.
5. Preenchidos os requisitos legais, tem o segurado direito à revisão de sua aposentadoria por tempo de contribuição.
6. Diferida para momento posterior à decisão final do STJ (Tema 1124) a solução definitiva da questão pertinente ao termo inicial dos efeitos financeiros do benefício.
7. Considerando que, de um lado, foi reconhecido tempo de serviço e o direito à revisão do benefício previdenciário e, de outro, foi julgado improcedente o pedido de indenização por dano moral, está configurada a sucumbência recíproca.","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar parcial provimento à apelação e determinar a revisão do benefício, via CEAB, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"135","Acórdão","AC - APELAÇÃO CIVEL","5006270-19.2018.4.04.7002","22/02/2022","TURMA REGIONAL SUPLEMENTAR DO PR","CLÁUDIA CRISTINA CRISTOFANI","PREVIDENCIÁRIO. REVISÃO. ART. 29, II, DA LEI 8.213/91. BENEFÍCIO REVISADO ADMINISTRATIVAMENTE. DIFERENÇAS NÃO ADIMPLIDAS NO PRAZO AGENDADO. PRESCRIÇÃO. NÃO OCORRÊNCIA. DANO MORAL. INDEVIDO.
1. O Memorando-Circular Conjunto n.º 21/DIRBEN/PFEINSS, de 15/04/2010, interrompeu, desde sua edição, a prescrição quinquenal, garantindo o recebimento das parcelas anteriores a cinco anos da publicação do normativo para pedidos que ingressarem administrativa ou judicialmente em até cinco anos após a mesma data. Na hipótese em que a ação foi ajuizada após tal prazo, a prescrição atinge as parcelas anteriores ao quinquênio que precedeu o ajuizamento da ação, excetuados os valores já reconhecidos administrativamente.
2. Nos casos em que a autarquia previdenciária, em razão de acordo firmado no âmbito de Ação Civil Pública, processou a revisão administrativa apurando as diferenças devidas a partir de 17/04/2007 - em observância ao marco prescricional adotado naquela ação coletiva - e comunicando os beneficiários acerca do valor devido, bem assim da previsão de seu pagamento de acordo com o cronograma que lá restou estabelecido, não incide a prescrição sobre os valores já reconhecidos.
3. As situações constrangedoras decorrentes da ausência de pagamento administrativo das diferenças reconhecidas devem ser demonstradas, não apenas presumidas pela natureza da prestação, não cabendo a fixação de danos morais.
4. Critérios de correção monetária e juros de mora conforme decisão do STF no RE nº 870.947/SE (Tema 810) e do STJ no REsp nº 1.492.221/PR (Tema 905).","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia Turma Regional Suplementar do Paraná do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar parcial provimento ao apelo, nos termos da fundamentação, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"136","Acórdão","AC - APELAÇÃO CIVEL","5032433-33.2018.4.04.7100","22/02/2022","QUINTA TURMA","FRANCISCO DONIZETE GOMES","PREVIDENCIÁRIO. BENEFÍCIO ASSISTENCIAL. REQUISITOS. DEFICIÊNCIA. RISCO SOCIAL. COMPROVADOS. PRESUNÇÃO DE MISERABILIDADE. DANO MORAL. DESCABIMENTO. TERMO INICIAL.
1. São dois os requisitos para a concessão do benefício assistencial : a) condição de deficiente ou idoso (65 anos ou mais); e b) situação de risco social (estado de miserabilidade, hipossuficiência econômica ou situação de desamparo) da parte autora e de sua família. 2. Quando o quadro de saúde conjugado com as condições pessoais da parte autora (idade, escolaridade e histórico laboral) inviabilizam a reabilitação profissional, impõe-se o reconhecimento do impedimento de longo prazo, caracterizador da deficiência. 3. A renda per capita inferior a 1/4 de salário mínimo implica presunção de miserabilidade a ensejar o deferimento do benefício, mas não impede o julgador de, mediante as demais provas dos autos, concluir pela caracterização da condição de miserabilidade da parte e de sua família. Precedentes do STJ e desta Corte. 4. Não comprovada conduta abusiva ou eivada de vício de ilegalidade, tempouco violação a direito subjetivo da requerente, não merece provimento o pleito acerca da indenização por danos morais. 5. Termo inicial do benefício na data do requerimento administrativo, uma vez evidenciado que a deficiência estava presente naquela data.","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 5ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar provimento à apelação, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"137","Acórdão","AG - AGRAVO DE INSTRUMENTO","5049761-28.2021.4.04.0000","16/02/2022","SEXTA TURMA","JOÃO BATISTA PINTO SILVEIRA","PREVIDENCIÁRIO E PROCESSUAL CIVIL. AGRAVO DE INSTRUMENTO. CUMULAÇÃO DE PEDIDOS. COMPETÊNCIA. PEDIDO DE REVISÃO/CONCESSÃO DE BENEFÍCIO CUMULADO COM DANOS MORAIS. RETIFICAÇÃO DE OFÍCIO. INCIDENTE DE ASSUNÇÃO DE COMPETÊNCIA.
1. Nos pedidos de benefício cumulados com dano moral é cabível ao juízo exercer o controle do valor da causa, de forma a evitar eventual abuso de direito na sua definição, a partir de critério arbitrário e em dissonância com a jurisprudência da 3ª Seção desta Corte.
2. Quando o juiz não extingue o processo, sequer parcialmente, para afastar o pedido formulado e a medida se resume a identificar e afastar o excesso no valor da causa, para fins de competência, a hipótese é de mero controle desse requisito da petição inicial. 
3. Havendo a devida adequação deve ser observada, no tocante ao valor da causa, a  competência absoluta dos Juizados Especiais Federais.
4. Tratando-se de questão que versa sobre competência, e considerando o interesse manifestado a priori pela parte autora, mostra-se viável a suspensão do processo durante a pendência de julgamento do Incidente de Assunção de Competência n.º 5050013-65.2020.4.04.0000, o que deve ser observado pelo Juízo de origem.","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar parcial provimento ao agravo de instrumento, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"138","Acórdão","AG - AGRAVO DE INSTRUMENTO","5048583-44.2021.4.04.0000","16/02/2022","SEXTA TURMA","JOÃO BATISTA PINTO SILVEIRA","PREVIDENCIÁRIO E PROCESSUAL CIVIL. AGRAVO DE INSTRUMENTO. CUMULAÇÃO DE PEDIDOS. COMPETÊNCIA. PEDIDO DE REVISÃO/CONCESSÃO DE BENEFÍCIO CUMULADO COM DANOS MORAIS. RETIFICAÇÃO DE OFÍCIO. INCIDENTE DE ASSUNÇÃO DE COMPETÊNCIA.
1. Nos pedidos de benefício cumulados com dano moral é cabível ao juízo exercer o controle do valor da causa, de forma a evitar eventual abuso de direito na sua definição, a partir de critério arbitrário e em dissonância com a jurisprudência da 3ª Seção desta Corte.
2. Quando o juiz não extingue o processo, sequer parcialmente, para afastar o pedido formulado e a medida se resume a identificar e afastar o excesso no valor da causa, para fins de competência, a hipótese é de mero controle desse requisito da petição inicial. 
3. Havendo a devida adequação deve ser observada, no tocante ao valor da causa, a  competência absoluta dos Juizados Especiais Federais.
4. Tratando-se de questão que versa sobre competência, e considerando o interesse manifestado a priori pela parte autora, mostra-se viável a suspensão do processo durante a pendência de julgamento do Incidente de Assunção de Competência n.º 5050013-65.2020.4.04.0000, o que deve ser observado pelo Juízo de origem.","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar parcial provimento ao agravo de instrumento, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"139","Acórdão","AG - AGRAVO DE INSTRUMENTO","5046600-10.2021.4.04.0000","16/02/2022","SEXTA TURMA","JOÃO BATISTA PINTO SILVEIRA","PREVIDENCIÁRIO E PROCESSUAL CIVIL. AGRAVO DE INSTRUMENTO. CUMULAÇÃO DE PEDIDOS. PEDIDO DE REVISÃO/CONCESSÃO DE BENEFÍCIO CUMULADO COM DANOS MORAIS. COMPETÊNCIA. DIMENSIONAMENTO DE DANOS MORAIS A CONSIDERAR.
1. É possível a cumulação de pedidos, na forma do disposto no artigo 327, caput, do CPC, uma vez atendidos seus requisitos. A competência previdenciária se estabelece com base na natureza do pedido principal, devendo ser relativa à relação jurídica previdenciária de benefício. Assim sendo, quando há pedido sucessivo, que surge como decorrência da relação jurídico-previdenciária, como no presente caso (pedido de indenização por dano moral), tal pedido será, também, de competência previdenciária. Precedentes. 2. O dimensionamento dos danos morais não foi objeto do recurso.","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, dar parcial provimento ao agravo de instrumento, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
"140","Acórdão","AC - APELAÇÃO CIVEL","5000258-50.2019.4.04.7132","16/02/2022","SEXTA TURMA","JOÃO BATISTA PINTO SILVEIRA","PROCESSUAL CIVIL. CERCEAMENTO DE DEFESA. INEXISTÊNCIA. PREVIDENCIÁRIO. PREVIDENCIÁRIO. ATIVIDADE ESPECIAL. TRABALHADOR RURAL EMPREGADO POR PESSOA FÍSICA. PERÍODOS ANTERIORES À VIGÊNCIA DA LEI 8.213/1991. IMPOSSIBILIDADE. PERÍODOS POSTERIORES À VIGÊNCIA DA LEI 8.213/1991. POSSIBILIDADE. ATIVIDADE ESPECIAL. EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL. METODOLOGIA DE AFERIÇÃO DO RUÍDO. CONCESSÃO DE APOSENTADORIA ESPECIAL. NECESSIDADE DE AFASTAMENTO DA ATIVIDADE ESPECIAL. ART. 57, § 8.º DA LEI 8.213/1991. CONCESSÃO DE APOSENTADORIA POR TEMPO DE CONTRIBUIÇÃO. DIREITO AO BENEFÍCIO MAIS VANTAJOSO. INDENIZAÇÃO POR DANO MORAL. DESCABIMENTO. TUTELA ESPECÍFICA.
1. Inexiste cerceamento de defesa na decisão que indefere a realização de perícia judicial quando constam nos autos elementos suficientes ao convencimento do julgador.
2. É indevido o reconhecimento da especialidade do tempo de serviço prestado como empregado rural de pessoa física anteriormente à edição da Lei 8.213/1991, pois, na vigência da Lei Complementar 11/1971, norma que previa o amparo previdenciário do empregado rural, não havia previsão de concessão de aposentadoria especial, exceção feita apenas ao trabalhador rural vinculado à empresa agroindustrial ou agrocomercial, uma vez que, nos termos do artigo 6º da CLPS/1984, esse tipo de empregado vinculava-se ao Regime de Previdência Urbana.
3. A partir da edição da Lei 8.213/91, que unificou os sistemas de previdência dos trabalhadores rurais e urbanos, é possível o reconhecimento da especialidade do tempo de serviço desempenhado pelo empregado rural, seja em razão de comprovada exposição a agentes nocivos, seja em razão do enquadramento por categoria profissional dos trabalhadores da agropecuária, permitido até 28.04.1995, data do advento da Lei n.º 9.032/1995.
4. Apresentada a prova necessária a demonstrar o exercício de atividade sujeita a condições especiais, conforme a legislação vigente na data da prestação do trabalho, o respectivo tempo de serviço especial deve ser reconhecido.
5. A informação de fornecimento de equipamentos de proteção individual pelo empregador, por si só, não é suficiente para descaracterizar a especialidade da atividade desempenhada pelo segurado, devendo, no caso concreto, ser demonstrada a efetiva, correta e habitual utilização desses dispositivos pelo trabalhador.
6. A ausência de indicação, no PPP ou no laudo pericial, da metodologia empregada na verificação da exposição do trabalhador ao agente agressivo ruído, ou a utilização de metodologia diversa daquela indicada na NHO 01 da FUNDACENTRO, não impede o reconhecimento do exercício da atividade especial pela exposição a esse agente, devendo, nesse caso, a análise ser realizada de acordo com o critério de aferição apresentado no processo.
7. Cumprida a carência e demonstrado o exercício de atividades em condições especiais que prejudiquem a saúde ou a integridade física durante o período exigido pela legislação, é devida à parte autora a concessão de aposentadoria especial.
8. No julgamento do RE 791.961/PR, Tema 709 da repercussão geral, o STF reconheceu a constitucionalidade do § 8.º do art. 57 da Lei 8.213/1991, que veda a percepção do benefício de aposentadoria especial pelo segurado que continuar exercendo atividade nociva, ou a ela retornar. A Corte ainda estabeleceu que, nas hipóteses em que o trabalhador continua a exercer o labor especial após a solicitação da aposentadoria, a data de início do benefício e os efeitos financeiros da concessão serão devidos desde a DER. Dessa forma, somente após a implantação do benefício, seja na via administrativa, seja na via judicial, torna-se exigível o desligamento da atividade nociva, sendo que o retorno voluntário ao trabalho nocivo ou a sua continuidade não implicará a cassação ou cancelamento da aposentadoria, mas sim a cessação de seu pagamento, a ser promovida mediante devido processo legal, incumbindo ao INSS, na via administrativa, oportunizar ao segurado prazo para que regularize a situação.
9. Preenchidos os requisitos de tempo de contribuição e carência até a promulgação da Emenda Constitucional 103/2019, é devida à parte autora a concessão de aposentadoria por tempo de contribuição.
10. Incabível indenização por dano moral em razão do indevido indeferimento/cancelamento de benefício previdenciário, pois não possui o ato administrativo o condão de provar danos morais experimentados pelo segurado. 
11. Determina-se o cumprimento imediato do acórdão,  por se tratar de decisão de eficácia mandamental que deverá ser efetivada mediante as atividades de cumprimento da sentença stricto sensu previstas no art. 497 do CPC/15, sem a necessidade de um processo executivo autônomo (sine intervallo).","Vistos e relatados estes autos em que são partes as acima indicadas, a Egrégia 6ª Turma do Tribunal Regional Federal da 4ª Região decidiu, por unanimidade, afastar a preliminar suscitada, dar parcial provimento ao recurso do INSS, dar parcial provimento ao recurso da parte autora e determinar o cumprimento imediato do acórdão com relação à implantação do benefício, via CEAB, nos termos do relatório, votos e notas de julgamento que ficam fazendo parte integrante do presente julgado."
